,host,timestamp,metricType,metric_value
41,HOST-115AF0E56D335A15,2025-09-01 00:41:00,Read Ops,0.07581418752670288
42,HOST-115AF0E56D335A15,2025-09-01 00:42:00,Read Ops,0.08478548791673447
43,HOST-115AF0E56D335A15,2025-09-01 00:43:00,Read Ops,0.18164152569240996
44,HOST-115AF0E56D335A15,2025-09-01 00:44:00,Read Ops,0.005572272257672415
45,HOST-115AF0E56D335A15,2025-09-01 00:45:00,Read Ops,0.07222279575135973
46,HOST-115AF0E56D335A15,2025-09-01 00:46:00,Read Ops,0.07602167791790433
47,HOST-115AF0E56D335A15,2025-09-01 00:47:00,Read Ops,0.0
48,HOST-115AF0E56D335A15,2025-09-01 00:48:00,Read Ops,0.06014712817139095
49,HOST-115AF0E56D335A15,2025-09-01 00:49:00,Read Ops,0.0
50,HOST-115AF0E56D335A15,2025-09-01 00:50:00,Read Ops,0.0
51,HOST-115AF0E56D335A15,2025-09-01 00:51:00,Read Ops,0.08136431376139323
52,HOST-115AF0E56D335A15,2025-09-01 00:52:00,Read Ops,0.005659117466873593
53,HOST-115AF0E56D335A15,2025-09-01 00:53:00,Read Ops,0.17704273594750297
54,HOST-115AF0E56D335A15,2025-09-01 00:54:00,Read Ops,0.005460542109277513
55,HOST-115AF0E56D335A15,2025-09-01 00:55:00,Read Ops,0.0
56,HOST-115AF0E56D335A15,2025-09-01 00:56:00,Read Ops,0.08720581399069892
57,HOST-115AF0E56D335A15,2025-09-01 00:57:00,Read Ops,0.065717703766293
58,HOST-115AF0E56D335A15,2025-09-01 00:58:00,Read Ops,0.04356017377641466
59,HOST-115AF0E56D335A15,2025-09-01 00:59:00,Read Ops,0.0
60,HOST-115AF0E56D335A15,2025-09-01 01:00:00,Read Ops,0.0
61,HOST-115AF0E56D335A15,2025-09-01 01:01:00,Read Ops,0.08742568890253703
62,HOST-115AF0E56D335A15,2025-09-01 01:02:00,Read Ops,0.6470400997334057
63,HOST-115AF0E56D335A15,2025-09-01 01:03:00,Read Ops,0.5728092855877346
64,HOST-115AF0E56D335A15,2025-09-01 01:04:00,Read Ops,5.218471950954862
65,HOST-115AF0E56D335A15,2025-09-01 01:05:00,Read Ops,0.0
66,HOST-115AF0E56D335A15,2025-09-01 01:06:00,Read Ops,0.13254245122273764
67,HOST-115AF0E56D335A15,2025-09-01 01:07:00,Read Ops,0.095276673634847
68,HOST-115AF0E56D335A15,2025-09-01 01:08:00,Read Ops,0.038753251234690346
69,HOST-115AF0E56D335A15,2025-09-01 01:09:00,Read Ops,0.0
70,HOST-115AF0E56D335A15,2025-09-01 01:10:00,Read Ops,0.0
71,HOST-115AF0E56D335A15,2025-09-01 01:11:00,Read Ops,0.09270483917660183
72,HOST-115AF0E56D335A15,2025-09-01 01:12:00,Read Ops,0.005569479117790858
73,HOST-115AF0E56D335A15,2025-09-01 01:13:00,Read Ops,0.15900598631964788
74,HOST-115AF0E56D335A15,2025-09-01 01:14:00,Read Ops,0.0
75,HOST-115AF0E56D335A15,2025-09-01 01:15:00,Read Ops,0.0
76,HOST-115AF0E56D335A15,2025-09-01 01:16:00,Read Ops,0.10409296800692876
77,HOST-115AF0E56D335A15,2025-09-01 01:17:00,Read Ops,0.02763682934972975
78,HOST-115AF0E56D335A15,2025-09-01 01:18:00,Read Ops,0.0601557625664605
79,HOST-115AF0E56D335A15,2025-09-01 01:19:00,Read Ops,0.0
80,HOST-115AF0E56D335A15,2025-09-01 01:20:00,Read Ops,0.0
81,HOST-115AF0E56D335A15,2025-09-01 01:21:00,Read Ops,0.09783778587977092
82,HOST-115AF0E56D335A15,2025-09-01 01:22:00,Read Ops,0.0056689344346523285
83,HOST-115AF0E56D335A15,2025-09-01 01:23:00,Read Ops,0.1078307827313741
84,HOST-115AF0E56D335A15,2025-09-01 01:24:00,Read Ops,0.0
85,HOST-115AF0E56D335A15,2025-09-01 01:25:00,Read Ops,0.01138666851652993
86,HOST-115AF0E56D335A15,2025-09-01 01:26:00,Read Ops,0.15015302764044866
87,HOST-115AF0E56D335A15,2025-09-01 01:27:00,Read Ops,0.005528466155131658
88,HOST-115AF0E56D335A15,2025-09-01 01:28:00,Read Ops,0.043645726309882275
89,HOST-115AF0E56D335A15,2025-09-01 01:29:00,Read Ops,0.0
90,HOST-115AF0E56D335A15,2025-09-01 01:30:00,Read Ops,
91,HOST-115AF0E56D335A15,2025-09-01 01:31:00,Read Ops,0.1376074022716946
92,HOST-115AF0E56D335A15,2025-09-01 01:32:00,Read Ops,5.037429781423675
93,HOST-115AF0E56D335A15,2025-09-01 01:33:00,Read Ops,10.029930487275122
94,HOST-115AF0E56D335A15,2025-09-01 01:34:00,Read Ops,0.0
95,HOST-115AF0E56D335A15,2025-09-01 01:35:00,Read Ops,0.10029084152645534
96,HOST-115AF0E56D335A15,2025-09-01 01:36:00,Read Ops,0.09271985292434692
97,HOST-115AF0E56D335A15,2025-09-01 01:37:00,Read Ops,0.055152939425574414
98,HOST-115AF0E56D335A15,2025-09-01 01:38:00,Read Ops,0.005652783231602774
99,HOST-115AF0E56D335A15,2025-09-01 01:39:00,Read Ops,0.03918275899357266
100,HOST-115AF0E56D335A15,2025-09-01 01:40:00,Read Ops,0.005437028490834766
101,HOST-115AF0E56D335A15,2025-09-01 01:41:00,Read Ops,0.09831660323672825
102,HOST-115AF0E56D335A15,2025-09-01 01:42:00,Read Ops,0.005678785343964894
103,HOST-115AF0E56D335A15,2025-09-01 01:43:00,Read Ops,0.09992006089952256
104,HOST-115AF0E56D335A15,2025-09-01 01:44:00,Read Ops,0.0
105,HOST-115AF0E56D335A15,2025-09-01 01:45:00,Read Ops,0.0
106,HOST-115AF0E56D335A15,2025-09-01 01:46:00,Read Ops,0.13862552907731798
107,HOST-115AF0E56D335A15,2025-09-01 01:47:00,Read Ops,0.0
108,HOST-115AF0E56D335A15,2025-09-01 01:48:00,Read Ops,0.061695103844006866
109,HOST-115AF0E56D335A15,2025-09-01 01:49:00,Read Ops,0.0
110,HOST-115AF0E56D335A15,2025-09-01 01:50:00,Read Ops,0.0
111,HOST-115AF0E56D335A15,2025-09-01 01:51:00,Read Ops,0.0774833427535163
112,HOST-115AF0E56D335A15,2025-09-01 01:52:00,Read Ops,0.022248143951098125
113,HOST-115AF0E56D335A15,2025-09-01 01:53:00,Read Ops,0.3348068396250407
114,HOST-115AF0E56D335A15,2025-09-01 01:54:00,Read Ops,0.011112223068873087
115,HOST-115AF0E56D335A15,2025-09-01 01:55:00,Read Ops,0.0
116,HOST-115AF0E56D335A15,2025-09-01 01:56:00,Read Ops,0.08921004666222467
117,HOST-115AF0E56D335A15,2025-09-01 01:57:00,Read Ops,0.05561116668913099
118,HOST-115AF0E56D335A15,2025-09-01 01:58:00,Read Ops,0.0554657346672482
119,HOST-115AF0E56D335A15,2025-09-01 01:59:00,Read Ops,0.0
120,HOST-115AF0E56D335A15,2025-09-01 02:00:00,Read Ops,0.0
121,HOST-115AF0E56D335A15,2025-09-01 02:01:00,Read Ops,0.07673419184154935
122,HOST-115AF0E56D335A15,2025-09-01 02:02:00,Read Ops,0.6210954454210069
123,HOST-115AF0E56D335A15,2025-09-01 02:03:00,Read Ops,0.3676829785108566
124,HOST-115AF0E56D335A15,2025-09-01 02:04:00,Read Ops,0.04435130622651842
125,HOST-115AF0E56D335A15,2025-09-01 02:05:00,Read Ops,0.0
126,HOST-115AF0E56D335A15,2025-09-01 02:06:00,Read Ops,0.13884781466590032
127,HOST-115AF0E56D335A15,2025-09-01 02:07:00,Read Ops,0.07706416977776422
128,HOST-115AF0E56D335A15,2025-09-01 02:08:00,Read Ops,0.03885392016834683
129,HOST-115AF0E56D335A15,2025-09-01 02:09:00,Read Ops,0.0
130,HOST-115AF0E56D335A15,2025-09-01 02:10:00,Read Ops,0.0
131,HOST-115AF0E56D335A15,2025-09-01 02:11:00,Read Ops,0.08880008591545953
132,HOST-115AF0E56D335A15,2025-09-01 02:12:00,Read Ops,2.2368717193603516
133,HOST-115AF0E56D335A15,2025-09-01 02:13:00,Read Ops,0.09972078270382351
134,HOST-115AF0E56D335A15,2025-09-01 02:14:00,Read Ops,0.07763803005218506
135,HOST-115AF0E56D335A15,2025-09-01 02:15:00,Read Ops,0.02216901712947422
136,HOST-115AF0E56D335A15,2025-09-01 02:16:00,Read Ops,0.08901351028018528
137,HOST-115AF0E56D335A15,2025-09-01 02:17:00,Read Ops,0.08997891677750482
138,HOST-115AF0E56D335A15,2025-09-01 02:18:00,Read Ops,0.13877398437923857
139,HOST-115AF0E56D335A15,2025-09-01 02:19:00,Read Ops,0.0
140,HOST-115AF0E56D335A15,2025-09-01 02:20:00,Read Ops,0.0
141,HOST-115AF0E56D335A15,2025-09-01 02:21:00,Read Ops,0.08854356739256118
142,HOST-115AF0E56D335A15,2025-09-01 02:22:00,Read Ops,0.005547788821988636
143,HOST-115AF0E56D335A15,2025-09-01 02:23:00,Read Ops,0.10548171732160781
144,HOST-115AF0E56D335A15,2025-09-01 02:24:00,Read Ops,0.0
145,HOST-115AF0E56D335A15,2025-09-01 02:25:00,Read Ops,0.04970179001490275
146,HOST-115AF0E56D335A15,2025-09-01 02:26:00,Read Ops,0.10033459133572048
147,HOST-115AF0E56D335A15,2025-09-01 02:27:00,Read Ops,0.0
148,HOST-115AF0E56D335A15,2025-09-01 02:28:00,Read Ops,0.04487524761093987
149,HOST-115AF0E56D335A15,2025-09-01 02:29:00,Read Ops,0.0
150,HOST-115AF0E56D335A15,2025-09-01 02:30:00,Read Ops,0.0
151,HOST-115AF0E56D335A15,2025-09-01 02:31:00,Read Ops,0.31333578957451713
152,HOST-115AF0E56D335A15,2025-09-01 02:32:00,Read Ops,0.005674724777539571
153,HOST-115AF0E56D335A15,2025-09-01 02:33:00,Read Ops,0.16569998363653818
154,HOST-115AF0E56D335A15,2025-09-01 02:34:00,Read Ops,0.0
155,HOST-115AF0E56D335A15,2025-09-01 02:35:00,Read Ops,0.0
156,HOST-115AF0E56D335A15,2025-09-01 02:36:00,Read Ops,0.08766769700580174
157,HOST-115AF0E56D335A15,2025-09-01 02:37:00,Read Ops,0.0
158,HOST-115AF0E56D335A15,2025-09-01 02:38:00,Read Ops,0.04355590542157491
159,HOST-115AF0E56D335A15,2025-09-01 02:39:00,Read Ops,0.011221043765544891
160,HOST-115AF0E56D335A15,2025-09-01 02:40:00,Read Ops,0.0
161,HOST-115AF0E56D335A15,2025-09-01 02:41:00,Read Ops,0.10596668720245361
162,HOST-115AF0E56D335A15,2025-09-01 02:42:00,Read Ops,0.005501639511850145
163,HOST-115AF0E56D335A15,2025-09-01 02:43:00,Read Ops,0.10038144720925225
164,HOST-115AF0E56D335A15,2025-09-01 02:44:00,Read Ops,1.5783989164564345
165,HOST-115AF0E56D335A15,2025-09-01 02:45:00,Read Ops,1.3011002010769315
166,HOST-115AF0E56D335A15,2025-09-01 02:46:00,Read Ops,0.2926902770996094
167,HOST-115AF0E56D335A15,2025-09-01 02:47:00,Read Ops,0.0
168,HOST-115AF0E56D335A15,2025-09-01 02:48:00,Read Ops,0.06016255749596489
169,HOST-115AF0E56D335A15,2025-09-01 02:49:00,Read Ops,0.0
170,HOST-115AF0E56D335A15,2025-09-01 02:50:00,Read Ops,0.0
171,HOST-115AF0E56D335A15,2025-09-01 02:51:00,Read Ops,0.12108503447638617
172,HOST-115AF0E56D335A15,2025-09-01 02:52:00,Read Ops,0.005690418597724702
173,HOST-115AF0E56D335A15,2025-09-01 02:53:00,Read Ops,0.005690418597724702
174,HOST-115AF0E56D335A15,2025-09-01 02:54:00,Read Ops,0.10542572206921047
175,HOST-115AF0E56D335A15,2025-09-01 02:55:00,Read Ops,0.0902516883280542
176,HOST-115AF0E56D335A15,2025-09-01 02:56:00,Read Ops,0.09819324149025811
177,HOST-115AF0E56D335A15,2025-09-01 02:57:00,Read Ops,0.11013637648688422
178,HOST-115AF0E56D335A15,2025-09-01 02:58:00,Read Ops,0.043551637066735156
179,HOST-115AF0E56D335A15,2025-09-01 02:59:00,Read Ops,0.0
180,HOST-115AF0E56D335A15,2025-09-01 03:00:00,Read Ops,0.0
181,HOST-115AF0E56D335A15,2025-09-01 03:01:00,Read Ops,0.08696691857443915
182,HOST-115AF0E56D335A15,2025-09-01 03:02:00,Read Ops,0.6252821816338433
183,HOST-115AF0E56D335A15,2025-09-01 03:03:00,Read Ops,0.13711757875151104
184,HOST-115AF0E56D335A15,2025-09-01 03:04:00,Read Ops,0.14567499690585667
185,HOST-115AF0E56D335A15,2025-09-01 03:05:00,Read Ops,0.04976114630699158
186,HOST-115AF0E56D335A15,2025-09-01 03:06:00,Read Ops,0.09301585621303982
187,HOST-115AF0E56D335A15,2025-09-01 03:07:00,Read Ops,0.0
188,HOST-115AF0E56D335A15,2025-09-01 03:08:00,Read Ops,0.08165193928612603
189,HOST-115AF0E56D335A15,2025-09-01 03:09:00,Read Ops,0.0
190,HOST-115AF0E56D335A15,2025-09-01 03:10:00,Read Ops,0.0
191,HOST-115AF0E56D335A15,2025-09-01 03:11:00,Read Ops,0.10000007020102607
192,HOST-115AF0E56D335A15,2025-09-01 03:12:00,Read Ops,0.0056689344346523285
193,HOST-115AF0E56D335A15,2025-09-01 03:13:00,Read Ops,0.005649334440628688
194,HOST-115AF0E56D335A15,2025-09-01 03:14:00,Read Ops,0.10013016727235581
195,HOST-115AF0E56D335A15,2025-09-01 03:15:00,Read Ops,0.0
196,HOST-115AF0E56D335A15,2025-09-01 03:16:00,Read Ops,0.1257834169599745
197,HOST-115AF0E56D335A15,2025-09-01 03:17:00,Read Ops,0.011142309341165753
198,HOST-115AF0E56D335A15,2025-09-01 03:18:00,Read Ops,0.061428719096713595
199,HOST-115AF0E56D335A15,2025-09-01 03:19:00,Read Ops,0.0
200,HOST-115AF0E56D335A15,2025-09-01 03:20:00,Read Ops,0.2116227017508613
201,HOST-115AF0E56D335A15,2025-09-01 03:21:00,Read Ops,0.09532140360938178
202,HOST-115AF0E56D335A15,2025-09-01 03:22:00,Read Ops,0.005666043195459578
203,HOST-115AF0E56D335A15,2025-09-01 03:23:00,Read Ops,0.005666043195459578
204,HOST-115AF0E56D335A15,2025-09-01 03:24:00,Read Ops,0.10021044148339166
205,HOST-115AF0E56D335A15,2025-09-01 03:25:00,Read Ops,0.07362852493921916
206,HOST-115AF0E56D335A15,2025-09-01 03:26:00,Read Ops,0.1609127786424425
207,HOST-115AF0E56D335A15,2025-09-01 03:27:00,Read Ops,0.08978675471411811
208,HOST-115AF0E56D335A15,2025-09-01 03:28:00,Read Ops,0.04492060343424479
209,HOST-115AF0E56D335A15,2025-09-01 03:29:00,Read Ops,0.1052299936612447
210,HOST-115AF0E56D335A15,2025-09-01 03:30:00,Read Ops,
211,HOST-115AF0E56D335A15,2025-09-01 03:31:00,Read Ops,0.07651527722676595
212,HOST-115AF0E56D335A15,2025-09-01 03:32:00,Read Ops,0.0056666214432981275
213,HOST-115AF0E56D335A15,2025-09-01 03:33:00,Read Ops,0.0
214,HOST-115AF0E56D335A15,2025-09-01 03:34:00,Read Ops,0.01667834197481473
215,HOST-115AF0E56D335A15,2025-09-01 03:35:00,Read Ops,0.03881901502609253
216,HOST-115AF0E56D335A15,2025-09-01 03:36:00,Read Ops,0.08194840616650052
217,HOST-115AF0E56D335A15,2025-09-01 03:37:00,Read Ops,0.0
218,HOST-115AF0E56D335A15,2025-09-01 03:38:00,Read Ops,0.0
219,HOST-115AF0E56D335A15,2025-09-01 03:39:00,Read Ops,0.04337735970815023
220,HOST-115AF0E56D335A15,2025-09-01 03:40:00,Read Ops,0.0
221,HOST-115AF0E56D335A15,2025-09-01 03:41:00,Read Ops,0.09437837865617539
222,HOST-115AF0E56D335A15,2025-09-01 03:42:00,Read Ops,0.011205839614073435
223,HOST-115AF0E56D335A15,2025-09-01 03:43:00,Read Ops,0.0
224,HOST-115AF0E56D335A15,2025-09-01 03:44:00,Read Ops,0.09836710823906793
225,HOST-115AF0E56D335A15,2025-09-01 03:45:00,Read Ops,0.005576187537776099
226,HOST-115AF0E56D335A15,2025-09-01 03:46:00,Read Ops,0.14448581801520452
227,HOST-115AF0E56D335A15,2025-09-01 03:47:00,Read Ops,0.0
228,HOST-115AF0E56D335A15,2025-09-01 03:48:00,Read Ops,0.0
229,HOST-115AF0E56D335A15,2025-09-01 03:49:00,Read Ops,0.06029859019650354
230,HOST-115AF0E56D335A15,2025-09-01 03:50:00,Read Ops,0.0
231,HOST-115AF0E56D335A15,2025-09-01 03:51:00,Read Ops,0.07622283034854464
232,HOST-115AF0E56D335A15,2025-09-01 03:52:00,Read Ops,0.005703270435333252
233,HOST-115AF0E56D335A15,2025-09-01 03:53:00,Read Ops,0.005558334704902437
234,HOST-115AF0E56D335A15,2025-09-01 03:54:00,Read Ops,0.10486127932866414
235,HOST-115AF0E56D335A15,2025-09-01 03:55:00,Read Ops,0.011350609362125397
236,HOST-115AF0E56D335A15,2025-09-01 03:56:00,Read Ops,0.09785693221622044
237,HOST-115AF0E56D335A15,2025-09-01 03:57:00,Read Ops,0.055301169554392494
238,HOST-115AF0E56D335A15,2025-09-01 03:58:00,Read Ops,2.2891021304660373
239,HOST-115AF0E56D335A15,2025-09-01 03:59:00,Read Ops,0.0
240,HOST-115AF0E56D335A15,2025-09-01 04:00:00,Read Ops,0.0
241,HOST-115AF0E56D335A15,2025-09-01 04:01:00,Read Ops,0.07608860731124878
242,HOST-115AF0E56D335A15,2025-09-01 04:02:00,Read Ops,0.5719437160425717
243,HOST-115AF0E56D335A15,2025-09-01 04:03:00,Read Ops,0.13782225714789495
244,HOST-115AF0E56D335A15,2025-09-01 04:04:00,Read Ops,0.1639254316687584
245,HOST-115AF0E56D335A15,2025-09-01 04:05:00,Read Ops,0.03329337967766656
246,HOST-115AF0E56D335A15,2025-09-01 04:06:00,Read Ops,0.1440769566429986
247,HOST-115AF0E56D335A15,2025-09-01 04:07:00,Read Ops,0.0
248,HOST-115AF0E56D335A15,2025-09-01 04:08:00,Read Ops,0.16522206862767538
249,HOST-115AF0E56D335A15,2025-09-01 04:09:00,Read Ops,0.06659453279442258
250,HOST-115AF0E56D335A15,2025-09-01 04:10:00,Read Ops,0.0
251,HOST-115AF0E56D335A15,2025-09-01 04:11:00,Read Ops,0.11688816547393799
252,HOST-115AF0E56D335A15,2025-09-01 04:12:00,Read Ops,0.005667199277215534
253,HOST-115AF0E56D335A15,2025-09-01 04:13:00,Read Ops,0.056105388535393604
254,HOST-115AF0E56D335A15,2025-09-01 04:14:00,Read Ops,0.10161568721135457
255,HOST-115AF0E56D335A15,2025-09-01 04:15:00,Read Ops,0.0
256,HOST-115AF0E56D335A15,2025-09-01 04:16:00,Read Ops,0.131713996330897
257,HOST-115AF0E56D335A15,2025-09-01 04:17:00,Read Ops,0.0
258,HOST-115AF0E56D335A15,2025-09-01 04:18:00,Read Ops,0.0
259,HOST-115AF0E56D335A15,2025-09-01 04:19:00,Read Ops,0.059830732643604286
260,HOST-115AF0E56D335A15,2025-09-01 04:20:00,Read Ops,0.0
261,HOST-115AF0E56D335A15,2025-09-01 04:21:00,Read Ops,0.10389154487186009
262,HOST-115AF0E56D335A15,2025-09-01 04:22:00,Read Ops,0.005508185260825687
263,HOST-115AF0E56D335A15,2025-09-01 04:23:00,Read Ops,0.005558334704902437
264,HOST-115AF0E56D335A15,2025-09-01 04:24:00,Read Ops,0.10017028782102798
265,HOST-115AF0E56D335A15,2025-09-01 04:25:00,Read Ops,0.033326668871773615
266,HOST-115AF0E56D335A15,2025-09-01 04:26:00,Read Ops,0.15578895144992405
267,HOST-115AF0E56D335A15,2025-09-01 04:27:00,Read Ops,0.0
268,HOST-115AF0E56D335A15,2025-09-01 04:28:00,Read Ops,0.049813525544272534
269,HOST-115AF0E56D335A15,2025-09-01 04:29:00,Read Ops,0.0
270,HOST-115AF0E56D335A15,2025-09-01 04:30:00,Read Ops,
271,HOST-115AF0E56D335A15,2025-09-01 04:31:00,Read Ops,0.31012023819817436
272,HOST-115AF0E56D335A15,2025-09-01 04:32:00,Read Ops,0.005676464074187809
273,HOST-115AF0E56D335A15,2025-09-01 04:33:00,Read Ops,0.0
274,HOST-115AF0E56D335A15,2025-09-01 04:34:00,Read Ops,0.11659133268727197
275,HOST-115AF0E56D335A15,2025-09-01 04:35:00,Read Ops,0.0
276,HOST-115AF0E56D335A15,2025-09-01 04:36:00,Read Ops,0.07837341891394721
277,HOST-115AF0E56D335A15,2025-09-01 04:37:00,Read Ops,0.011378505991564857
278,HOST-115AF0E56D335A15,2025-09-01 04:38:00,Read Ops,0.1335737705230713
279,HOST-115AF0E56D335A15,2025-09-01 04:39:00,Read Ops,0.07107461161083646
280,HOST-115AF0E56D335A15,2025-09-01 04:40:00,Read Ops,0.0
281,HOST-115AF0E56D335A15,2025-09-01 04:41:00,Read Ops,0.09796179665459527
282,HOST-115AF0E56D335A15,2025-09-01 04:42:00,Read Ops,0.011237160199218325
283,HOST-115AF0E56D335A15,2025-09-01 04:43:00,Read Ops,0.0
284,HOST-115AF0E56D335A15,2025-09-01 04:44:00,Read Ops,0.1615497801038954
285,HOST-115AF0E56D335A15,2025-09-01 04:45:00,Read Ops,0.0
286,HOST-115AF0E56D335A15,2025-09-01 04:46:00,Read Ops,0.1327537430657281
287,HOST-115AF0E56D335A15,2025-09-01 04:47:00,Read Ops,0.0
288,HOST-115AF0E56D335A15,2025-09-01 04:48:00,Read Ops,0.05008514391051399
289,HOST-115AF0E56D335A15,2025-09-01 04:49:00,Read Ops,0.06164122372865676
290,HOST-115AF0E56D335A15,2025-09-01 04:50:00,Read Ops,0.016600266098976135
291,HOST-115AF0E56D335A15,2025-09-01 04:51:00,Read Ops,0.09855418072806464
292,HOST-115AF0E56D335A15,2025-09-01 04:52:00,Read Ops,0.005492392927408218
293,HOST-115AF0E56D335A15,2025-09-01 04:53:00,Read Ops,0.005656812340021133
294,HOST-115AF0E56D335A15,2025-09-01 04:54:00,Read Ops,0.40994940863715273
295,HOST-115AF0E56D335A15,2025-09-01 04:55:00,Read Ops,0.0
296,HOST-115AF0E56D335A15,2025-09-01 04:56:00,Read Ops,0.08735150098800659
297,HOST-115AF0E56D335A15,2025-09-01 04:57:00,Read Ops,0.054418216149012245
298,HOST-115AF0E56D335A15,2025-09-01 04:58:00,Read Ops,0.06676012939876981
299,HOST-115AF0E56D335A15,2025-09-01 04:59:00,Read Ops,0.0
300,HOST-115AF0E56D335A15,2025-09-01 05:00:00,Read Ops,0.0
301,HOST-115AF0E56D335A15,2025-09-01 05:01:00,Read Ops,0.08510380321078831
302,HOST-115AF0E56D335A15,2025-09-01 05:02:00,Read Ops,0.6185787518819174
303,HOST-115AF0E56D335A15,2025-09-01 05:03:00,Read Ops,0.08896005815929836
304,HOST-115AF0E56D335A15,2025-09-01 05:04:00,Read Ops,0.16630993369552824
305,HOST-115AF0E56D335A15,2025-09-01 05:05:00,Read Ops,0.04440228806601631
306,HOST-115AF0E56D335A15,2025-09-01 05:06:00,Read Ops,0.1831596295038859
307,HOST-115AF0E56D335A15,2025-09-01 05:07:00,Read Ops,0.0
308,HOST-115AF0E56D335A15,2025-09-01 05:08:00,Read Ops,0.03891613086064657
309,HOST-115AF0E56D335A15,2025-09-01 05:09:00,Read Ops,0.04431592755847507
310,HOST-115AF0E56D335A15,2025-09-01 05:10:00,Read Ops,0.0
311,HOST-115AF0E56D335A15,2025-09-01 05:11:00,Read Ops,0.08806111415227254
312,HOST-115AF0E56D335A15,2025-09-01 05:12:00,Read Ops,0.00556334439251158
313,HOST-115AF0E56D335A15,2025-09-01 05:13:00,Read Ops,0.0
314,HOST-115AF0E56D335A15,2025-09-01 05:14:00,Read Ops,0.12765023443433973
315,HOST-115AF0E56D335A15,2025-09-01 05:15:00,Read Ops,0.0
316,HOST-115AF0E56D335A15,2025-09-01 05:16:00,Read Ops,0.1262159811125861
317,HOST-115AF0E56D335A15,2025-09-01 05:17:00,Read Ops,0.0
318,HOST-115AF0E56D335A15,2025-09-01 05:18:00,Read Ops,0.0
319,HOST-115AF0E56D335A15,2025-09-01 05:19:00,Read Ops,0.060370355844497674
320,HOST-115AF0E56D335A15,2025-09-01 05:20:00,Read Ops,0.0
